Stock_Exchange_Code,back_door_listing,Share_holding ratio_sub_shareholders,PE Ratio,PCF,Enterprise_Multiple,PB_ratio,Dynamic_PE_ratio,WACC,Annual_yield,EPS,Net_cash_flow_from_operating_activities_per_share,Gross_operating_Income_per_share,Capital reserves per share,Retained earnings per share,Net cash flow per share,ROE,Net profit margin on sales,ROA,Annualized ROE,Gross profit margin on sales,Selling expense/Gross revenue,Overheads/Gross revenue(%),Financial expenses/Gross revenue(%),Ratio of profits to cost,R&D expenses/Gross revenue(%),Gearing ratio,Equity Multiplier,Current ratio,Cash ratio,Quick ratio,Times interest earned,Long-term debt to working capital ratio,Net debt/equity value(%),Interest-bearing debt/equity value,Inventory turnover days,Inventory turnover,Accounts receivable turnover ratio,Accounts payable turnover ratio,Current asset turnover ratio,Fixed asset turnover ratio,Total asset turnover ratio,Working capital turnover ratio,Non-current capital turnover,Earning per share growth rate(%),Year-on-year growth rate of total revenue(%),Year-on-year growth rate of operating profit(%),Year-on-year growth rate of total profits(%),Year-on-year growth rate of net cash flow from operating activities(%),Year-on-year growth rate of ROE(Diluted),Year-on-year growth rate of net assets(%),Year-on-year growth of total liabilities(%),Year-on-year growth rate of net cash flow(%),Year-on-year growth of total assets(%),Year-on-year growth of net profit(%),Year-on-year growth of total operating cost(%),Net asset per share growth rate,Total asset growth relative to the beginning of the year,Increase/decrease rate(%),Audit opinion
000697.SZ,1,18.81,394.4229,-18.8196,23.0076,2.4603,-61.0921,13.14,-18.438,-0.1037,-0.0273,2.2229,3.0244,0.3927,-0.2436,-2.2963,-4.7761,-0.1203,-3.0617,19.5908,1.9669,11.5472,5.7052,-4.7253,1.3871,41.118,1.6983,0.5493,0.0526,0.3825,-0.0727,0,18.3249,20.6681,65.2702,4.1366,3.4782,5.7696,1.4308,1.3079,0.2902,-2.0816,0.5813,72.7607,37.3944,68.6856,65.5834,-109.2759,86.0717,134.6099,-48.0027,69.0096,-5.2913,66.9958,17.948,-2.5356,-2.3948,-14.4471,5
002622.SZ,0,23.81,97.9917,-44.2083,32.6861,2.7223,-90.9548,13.6,-26.2488,-0.0172,-0.0202,0.1157,0.0265,0.454,-0.079,-1.1273,-14.863,0.9037,-1.5031,62.1216,11.7953,69.2282,28.4649,-9.8847,7.3772,27.8088,1.3852,1.1709,0.0813,1.0523,0.5975,1.3263,10.2866,11.6161,359.9034,0.7502,0.8452,2.4838,0.19,0.6815,0.0531,0.9538,0.1196,-173.8197,-66.0253,-130.5488,-132.8127,-148.1642,-172.215,2.5507,-12.1793,6.0897,-6.4071,-133.7555,-48.142,0.7208,-4.5237,12.0915,5
002441.SZ,0,29.09,20.0137,-220.4839,15.7912,1.2547,12.9793,12.42,-12.4392,0.4,0.2502,13.1659,3.4463,2.3661,-0.5474,5.7127,2.928,5.2898,7.6169,10.9245,4.3807,1.885,-0.0679,3.0638,0.2182,30.0199,1.429,2.619,0.1785,1.9415,0,0.0055,-5.1002,6.2621,42.1149,6.411,2.8337,6.7474,1.6792,14.3762,1.3081,2.6548,8.2356,17.6471,14.3814,16.3093,15.9892,148.5671,11.6205,3.5653,-8.9451,31.8124,-0.878,14.7202,14.1469,2.8305,5.829,14.893,5
600232.SH,0,48.58,84.7401,49.6503,24.574,2.1216,87.522,9.75,-6.9384,0.065,-0.5189,2.2634,1.0989,0.7072,-0.4602,2.1006,4.0704,2.9783,2.8008,16.5532,2.4801,4.8522,0.964,4.388,0.5918,41.0084,1.6952,1.8414,0.1983,0.8396,6.9781,0.0038,-3.3299,7.929,282.4896,0.9558,2.8437,1.9011,0.6018,2.0821,0.4427,1.2106,2.5286,-7.1429,-5.4506,-4.1392,-3.0536,-199.935,-3.864,-3.9902,37.3688,-82.9175,10.3884,-4.7306,-6.8228,-2.5002,11.8758,30.5329,5
000682.SZ,0,27.58,33.9563,65.8816,19.08,2.2756,44.0256,12.72,9.3516,0.1327,-0.2026,1.6059,0.8942,0.4728,-0.1344,5.7195,8.9003,3.3907,7.626,34.5268,11.9647,7.6503,-1.7579,10.5958,8.3134,37.1391,1.5908,2.3268,0.7136,1.6628,0,0.0373,-20.8217,1.9028,216.1857,1.2489,1.4937,1.7681,0.4912,3.6503,0.4031,0.8556,3.5623,66.2907,16.863,44.7521,44.8476,-34.8772,80.2857,8.5247,24.817,70.0282,14.2977,50.905,14.6893,5.8387,7.2329,52.2659,5
000659.SZ,0,15.71,378.6588,-98.7009,18.4002,6.8261,-54.4737,7.78,-1.62,-0.0074,0.1134,1.0003,0.2187,-1.0329,-0.0076,-1.3881,-0.8256,4.0494,-1.8507,21.6019,2.1915,8.2073,6.7296,-0.8535,0.2034,75.3835,4.0623,0.3873,0.0362,0.2936,1.1543,0,27.6233,28.3709,48.0998,5.6133,5.4932,10.2725,1.908,1.0178,0.5213,-1.4573,0.8712,-139.5722,-6.6584,-40.0468,-64.0108,18.5782,-139.9965,-1.3021,-7.4716,69.1161,-6.2775,-147.5036,-8.8143,-0.2812,-1.2894,-33.6585,5
300096.SZ,0,16.21,307.6949,-63.1305,52.4495,5.8173,-51.718,11.92,-6.0912,0.0027,-0.3139,1.1995,0.0772,0.5875,-0.1499,0.1565,2.8987,0.6472,0.2087,52.1596,10.3068,20.4173,2.2498,3.541,16.5447,57.0012,2.3256,1.7428,0.343,1.5363,1.0867,0.5421,2.3881,8.353,149.2465,1.8091,0.6536,1.0072,0.3799,7.3154,0.2647,0.9138,1.5937,106.7669,17.7718,111.0941,110.2703,22.505,106.4434,5.0518,-0.4954,57.2353,3.447,234.7644,14.0484,0.4159,3.4823,17.5545,5
000779.SZ,0,57.37,16.7277,-5.49,9.7808,2.5798,19.2642,10.61,-2.9784,0.636,-0.5283,3.7205,2.8706,1.0198,-2.2426,14.1717,17.0809,7.5075,18.8955,33.4469,0.6031,13.9004,-0.3514,20.8779,1.6617,41.5231,1.7101,1.6825,0.869,1.6792,0,0.2486,-10.0774,5.7556,21.3999,12.6169,2.0553,7.1914,0.6344,1.626,0.3849,3.0511,1.4602,22.3077,-7.6348,26.2437,19.8031,-133.1408,-79.5879,497.6238,186.0302,-258.6309,312.3875,21.9096,-10.0867,6.1232,-30.5911,18.1084,5
000058.SZ,0,56.7,318.0971,23.3744,32.293,4.3132,33.5143,12.88,-9.1416,0.0892,0.0818,0.9012,0.1198,0.3152,-0.7841,5.8124,13.5092,4.8851,7.7499,34.057,1.5256,7.4627,7.6749,15.5225,0.1845,59.2615,2.4547,2.2701,0.3955,0.9401,3.8219,0.7599,14.2279,31.653,951.4116,0.2838,13.0202,2.5621,0.2384,17.043,0.1665,0.4954,0.7401,-20.1432,-23.2597,-25.6094,-22.4136,14.2554,-17.9815,-2.6338,2.4714,-2466.1643,0.4212,-24.4865,-19.3951,3.1117,-12.3813,24.2273,5
000069.SZ,0,47.01,5.73,3.9068,7.5364,1.0338,12.747,9.41,5.9976,0.7311,-0.451,3.6405,0.673,5.6347,1.9118,9.8759,22.8488,3.3627,13.1678,62.5927,3.0845,5.709,6.993,28.6846,0,76.8913,4.3274,1.6622,0.2333,0.4844,5.3025,0.8931,119.5294,199.9443,4442.6399,0.0608,71.3399,0.8716,0.1133,2.0627,0.0907,0.29,0.8503,17.8243,21.6321,25.2845,25.2264,82.1196,1.976,15.5395,37.653,39.6091,33.1168,26.8076,32.5742,5.4161,23.3037,28.0499,5
002029.SZ,0,34.29,14.4008,-7.0854,8.1988,0.8906,13.9144,10.38,-12.8508,0.26,-0.2047,3.2797,2.4939,3.3421,-0.2527,3.4185,8.141,2.6526,4.558,44.3502,20.9191,8.3156,-0.9813,9.6124,1.4569,35.5315,1.5511,2,0.7367,1.6494,0,0.0149,-15.8005,12.3413,204.657,1.3193,4.7234,1.1843,0.4046,7.7631,0.279,0.7844,1.0731,-7.1429,5.3235,-15.7206,-13.1017,13.7096,-11.8553,4.6603,18.6122,-13.1108,9.0667,-7.6865,4.5259,2.271,6.7617,-4.1891,5
002446.SZ,0,11.62,69.6828,13.2942,40.9499,3.3963,33.1899,12.66,6.7116,0.15,0.1699,1.1321,2.2688,0.7404,-0.0331,4.0062,12.7086,2.7977,5.3416,34.8971,5.0132,8.7444,0.4607,15.8839,8.2223,31.3021,1.4556,2.4824,1.0173,2.0116,32.1898,0.2753,-6.5289,6.8255,231.5685,1.166,1.0358,1.0945,0.3347,3.5508,0.1887,0.581,0.6425,-6.25,1.3758,11.36,9.948,252.8338,-17.5217,30.3152,-6.9659,-103.9956,15.771,8.6613,-0.0628,18.3692,-0.7801,14.8198,5
002273.SZ,0,10.71,22.8254,-166.299,14.7317,2.9098,45.8782,15.31,-1.4796,0.32,0.254,1.8351,0.9235,1.4462,-0.0596,8.9094,17.6845,7.3205,11.8792,26.4652,1.2782,5.6189,0.9954,21.56,5.2625,29.3531,1.4155,3.6905,1.6338,3.1712,21.0186,0.5531,-1.5183,9.7341,60.1772,4.4867,2.5025,2.8866,0.7698,1.1978,0.3499,1.0185,0.9065,-11.1111,26.4329,-13.8775,-13.6352,125.2779,-19.1098,9.8085,6.6174,-53.8487,9.8407,-11.4227,26.8593,-16.6378,8.0554,121.3393,5
300363.SZ,0,15.76,38.8321,6.2387,16.1789,1.602,69.9338,11.86,-26.2188,0.25,0.3082,1.9926,2.9156,1.5898,-0.4055,4.6126,12.5489,4.0829,6.1501,37.5282,2.7542,11.16,0.3566,16.1439,8.301,25.8594,1.3488,2.3508,1.4378,1.9334,44.5867,0.1351,-2.4363,21.7427,127.7289,2.1139,3.4168,2.1584,0.4468,0.8996,0.2568,0.7946,0.8515,19.0476,29.2593,77.0152,78.547,135.4768,33.7001,3.9514,-30.0539,-115.7413,-7.6978,58.5471,18.5556,4.1084,-7.4486,62.5321,4
600797.SH,0,15.26,47.9048,58.786,22.7515,2.2332,36.8381,14.44,-2.8728,0.14,-0.1633,2.2996,1.9375,1.2343,-0.1715,3.2851,6.6883,3.0801,4.3801,29.7868,6.7221,7.642,0.8192,7.7815,7.7542,28.194,1.3926,1.6681,0.3642,1.3928,10.3914,0.0654,-0.3006,6.5601,72.0835,3.7457,2.0994,1.8621,0.7973,3.1204,0.3618,2.0762,1.0875,-6.6667,0.9806,-14.175,-15.6609,-421.3033,-7.4769,0.701,-2.7702,-31.1363,-0.0735,-7.919,3.571,0.7988,-2.446,40.1369,5
000672.SZ,1,32.27,5.834,34.7651,4.516,2.8119,6.7662,12.85,20.064,1.92,2.1854,5.628,-1.2259,5.7225,0.15,38.256,34.3348,28.9767,51.008,51.0718,1.7283,4.4396,0.2766,60.4204,0,43.491,1.7696,1.4083,0.3297,0.9732,176.2619,0.163,3.1818,13.5025,158.8768,1.6994,6.6011,2.7219,1.099,2.1373,0.5943,5.3945,1.7766,69.9115,26.3152,69.8214,69.4087,77.5556,12.3093,49.3756,0.5511,-62.2895,23.0563,69.7814,6.9659,33.1249,20.0664,124.0109,5
002048.SZ,0,14.36,10.2173,-15.5719,5.912,0.9426,16.0246,12.24,-20.3124,1.07,1.7301,18.7056,4.2207,7.4432,-0.5262,7.8883,7.412,6.5194,10.5178,19.9353,3.0469,5.4999,0.2847,8.3014,3.0022,39.122,1.6426,1.5275,0.2686,1.1005,32.1432,0.2932,-0.1912,20.3615,68.3408,3.9508,3.0993,2.4879,1.3708,3.5714,0.7124,4.4139,2.1559,33.75,9.3269,17.7245,17.7746,49.5794,19.715,11.0016,4.3555,80.645,8.1594,21.6714,8.8103,9.3066,2.2165,50.2531,5
601311.SH,0,26.21,17.2213,-144.1272,12.442,1.7906,15.9633,10.71,-0.8508,0.49,0.6622,7.699,1.4276,4.4456,0.6662,6.9075,6.4801,5.333,9.2099,17.4679,5.1944,3.476,1.4327,6.6878,0.9147,42.4284,1.737,1.9709,0.3816,1.4124,6.2605,0.7148,18.0543,21.9963,83.1507,3.2471,3.9704,4.7855,1.2137,2.6419,0.5946,2.5645,1.5659,8.8889,1.3548,6.3225,5.9398,61.7456,1.9957,10.8251,4.0584,1264.943,7.9528,10.5301,4.0646,6.8797,8.6833,7.7207,5
002518.SZ,0,59.74,24.5269,-397.1495,19.3663,2.3476,32.4101,13.75,-2.3244,0.4,1.0754,2.8184,0.8643,2.2583,0.0906,9.2929,14.0564,6.9248,12.3906,35.4928,11.4271,2.6559,-1.5939,17.9593,5.4807,35.8002,1.5576,2.2734,0.5267,1.8831,0,0.1131,-10.5566,0.1757,105.6818,2.5548,1.3493,1.2573,0.6204,2.3416,0.438,1.0503,2.3384,5.2632,-8.8076,4.7118,4.4343,303.5416,-2.4438,6.2667,8.0619,1211.5679,6.8996,3.4322,-11.2783,4.6959,11.6477,50.9236,5
000423.SZ,0,23.14,14.3675,262.9572,9.9186,2.3755,17.0708,11.97,-14.9076,0.3203,-1.6546,4.3272,1.0559,13.8295,-0.9713,1.9052,7.3314,2.2055,2.5402,54.8672,31.1924,6.9898,1.1346,8.5742,5.9381,14.1467,1.1648,5.3996,0.885,3.421,9.0342,0.0085,-7.1668,0.0074,710.4707,0.38,1.0861,2.2973,0.2841,1.5617,0.2152,0.3591,0.9018,-82.9,-35.4496,-82.3832,-82.0271,7.858,-83.2051,1.5303,1.6337,-155.2194,1.7132,-83.0704,-16.0203,-5.9655,-10.3401,-7.6644,5
600863.SH,0,56.91,18.0116,41.6807,7.8488,1.597,24.3382,8.9,1.9668,0.16,0.5241,1.803,0.03,0.6276,0.0491,7.4753,11.3353,4.7595,9.9671,20.2052,0,0.144,6.1201,12.7329,0,61.479,2.596,0.3405,0.0632,0.3082,3.2558,0,119.5364,123.6695,13.2771,20.3357,4.3451,5.6866,2.5908,0.3788,0.2389,-1.2693,0.362,77.7778,5.6749,35.8592,35.7919,25.5482,47.4725,27.4059,-3.204,28.1734,3.9583,43.9585,5.441,7.7268,4.0883,22.8269,5
300308.SZ,0,19.49,41.2409,13.1077,25.2293,4.9633,59.5661,14.2,35.8356,0.5,0.345,4.6008,7.0467,1.6037,0.2187,6.2166,10.8981,4.5889,8.2889,28.3001,1.1441,5.5931,0.0322,13.819,6.8361,31.3161,1.4559,2.5638,0.5503,1.5019,387.5792,0.2634,-2.2064,7.8062,253.9518,1.0632,3.2666,2.4509,0.6746,2.066,0.3671,1.3995,1.1298,-50.495,-21.8641,-28.232,-29.2557,-20.4552,-49.9352,48.4696,-10.7434,996.8045,22.9306,-25.6689,-22.9283,-6.0431,21.3965,79.9688,5
600978.SH,0,29.02,18.7448,-8.2487,8.4229,0.7092,12.9786,10.56,-35.3208,0.09,0.0997,2.6136,1.6584,2.6662,-0.4376,1.6005,3.404,2.5869,2.134,35.6413,14.0618,9.5041,7.3226,3.5431,1.2137,48.9516,1.9589,1.627,0.4779,0.9932,1.5743,0.7428,50.6951,111.0056,375.5057,0.719,1.6761,2.2255,0.4095,0.9806,0.2244,1.1981,0.6904,-75,-30.8845,-72.7085,-73.3429,-77.4924,-74.491,0.1126,-6.1007,-2077.5369,-3.044,-75.0009,-24.5343,1.8889,-6.552,-26.9488,5
600261.SH,0,32.14,11.3926,19.6658,10.4127,1.5144,8.4536,10.82,-16.3428,0.36,0.3376,2.7792,0.197,1.2472,-0.2709,14.1647,13.2695,9.6138,18.8863,31.3723,8.0552,6.2697,-0.6935,15.9652,3.8459,39.5492,1.6542,1.9948,0.7769,1.6582,0,0.2402,-14.6424,7.267,77.9362,3.4644,2.8379,1.762,0.9508,3.3429,0.6224,1.9661,2.6277,80,-3.8358,93.6768,79.8424,151.1149,61.2879,12.2099,-7.7523,40.8862,1.0508,79.9666,-9.6808,7.1668,-3.6114,45.2321,5
300277.SZ,0,24.8,187.9086,-32.6982,126.7293,4.7021,302.5671,12.63,-3.9852,0.0317,0.1524,0.5175,0.2474,0.098,-0.1817,2.2451,6.8355,1.339,2.9934,25.2672,4.75,10.2181,-1.8916,7.7249,9.8089,38.3041,1.6209,2.495,0.462,1.7548,0,0.0044,-10.3483,0.1155,402.4463,0.6709,2.3019,1.5741,0.2371,21.4387,0.2245,0.3875,7.9714,837.2093,49.4119,343.6318,342.0534,663.8488,833.0191,-0.2783,59.1144,-1623.6776,17.585,279.4624,33.889,-2.2512,1.6871,55.3404,5
002709.SZ,0,39.57,120.9022,-126.0977,14.6957,3.1446,77.5351,14.45,-3.3012,0.17,-0.1993,3.5819,1.6343,2.4732,0.0517,3.1601,3.9964,2.9028,4.2134,27.6148,4.3296,7.5594,2.3471,4.5707,4.3606,44.0341,1.7868,1.2193,0.1118,0.8139,3.2464,0.7931,6.3149,8.7375,143.9567,1.8756,1.9014,1.6652,0.7943,1.4616,0.381,3.6007,0.9993,-80.4598,31.2044,-77.9025,-80.2247,60.601,-81.2505,1.6036,28.0517,125.9598,11.352,-83.2582,23.3097,-36.9003,8.9453,53.4628,5
002361.SZ,0,23.46,46.4671,-43.5447,27.0348,2.0015,48.6529,11.02,-22.428,0.1091,0.0206,1.7998,0.491,0.6591,-0.1224,4.9761,6.1079,3.7927,6.6348,20.321,3.5365,3.4534,2.1228,6.8412,4.23,49.8406,1.9936,1.2843,0.2558,1.1102,4.158,0.1191,9.7188,25.8784,65.9163,4.0961,1.1169,1.8324,0.6887,2.6054,0.4297,2.61,1.5872,55.4131,8.752,41.0686,49.3012,-84.4544,55.7857,-4.6138,16.657,-144.9385,5.0475,47.7612,6.1261,-1.7751,7.2715,22.9548,5
300151.SZ,0,42.19,52.5949,51.4393,33.3133,3.6237,60.5672,12.22,-23.9184,0.1025,0.2115,1.0336,0.221,0.513,-0.119,5.8046,9.7504,5.4429,7.7395,25.9609,3.2964,10.2103,-1.4298,11.2656,4.4454,14.2268,1.1659,4.0286,1.0093,3.3369,0,0.01,-8.0849,0,71.8576,3.7574,3.1712,3.8098,0.8326,2.2025,0.4938,1.0817,1.6315,17.2769,6.5496,18.9291,18.6788,-2.6594,12.5352,4.2432,8.2032,-358.8155,4.6497,18.1382,6.488,2.8908,2.942,64.0239,5
600063.SH,0,30.74,37.1939,20.7723,12.7181,1.2539,30.8218,11.75,-11.6904,0.16,0.6602,2.5383,0.8304,0.3593,0.0504,6.2767,6.1601,4.4898,8.369,22.1295,2.9499,3.7082,1.6454,7.0756,3.8927,47.4728,1.9038,1.183,0.3737,0.9966,5.2168,2.9443,25.0092,42.2054,45.9547,5.8753,3.2209,2.1153,1.4716,1.0744,0.5231,38.7133,1.0269,128.5714,11.7608,122.3972,115.1483,59.0057,101.8505,8.0469,-4.5739,-51.631,1.6521,118.0643,4.6656,8.2112,3.8156,69.4551,5
002640.SZ,0,15.22,26.1834,-42.7826,17.2545,2.0843,17.1126,12.01,-14.9388,0.45,0.0244,8.9682,2.4585,1.6318,0.2324,9.1526,4.9329,7.6827,12.2035,39.7009,29.9523,2.3712,0.3011,5.3062,0.397,38.4368,1.6243,2.2587,0.3403,1.0467,23.141,0.1615,8.635,14.4087,162.1116,1.6655,8.0708,6.6896,1.5412,37.3002,1.1026,2.851,4.894,-16.6667,-11.5117,-15.9456,-17.1005,-74.5293,-20.4874,6.7648,-1.6641,1114.6753,3.1332,-16.9161,-11.731,9.9461,6.1292,-28.1744,5
300284.SZ,0,21.01,13.6254,6.8592,11.8061,2.0569,24.7577,11.78,-7.9224,0.4357,-0.6017,3.6212,1.0483,2.4539,-1.5848,9.6571,12.1776,4.9645,12.8761,38.7539,2.0995,10.8922,1.5623,15.9313,3.6556,59.4727,2.4675,1.4385,0.2358,1.4255,10.9268,0.2867,14.4684,39.1859,9.4291,28.6349,0.5685,0.9903,0.3817,5.1514,0.2908,1.3885,2.0297,15.6316,-25.166,11.6385,10.9709,36.2715,2.7138,12.5867,-3.7809,-135.0334,2.4353,12.0837,-31.4048,-11.1595,-2.5824,-4.3143,5
600754.SH,0,50.32,21.4145,-9.1881,10.4863,1.9468,20.7963,12.25,8.4312,0.9116,1.67,11.7775,8.2096,3.6835,-1.5594,6.8129,9.0112,4.065,9.0839,89.734,50.9324,25.4492,2.2955,9.9668,0.3211,63.5457,2.7432,1.0909,0.7369,1.0805,6.1953,23.075,44.8128,72.7598,19.6274,13.7563,10.4993,0.5886,1.2183,1.7331,0.2858,8.994,0.4977,0.1538,2.9703,2.8375,1.8167,-36.5925,-2.5982,2.8232,-6.3275,51.098,-3.3679,2.8941,2.3192,3.1024,-3.3044,38.3004,5
300203.SZ,0,23.98,18.2372,85.9203,14.3951,3.1839,61.1502,9.47,-1.1136,0.697,-0.1514,5.7245,2.064,4.7805,-1.1801,8.906,13.3092,5.5765,11.8747,47.4439,16.7684,5.2071,3.2476,16.9247,9.6935,52.7459,2.1162,1.6515,0.1907,1.1543,5.5099,0.7232,15.6175,22.3996,281.6993,0.9585,1.325,1.6663,0.5227,4.5734,0.3116,1.6767,1.137,-24.8922,12.5692,-22.0356,-22.4651,52.6102,-26.9598,2.7368,35.6369,-31.911,20.4627,-23.2678,21.2205,2.1299,10.7795,-33.3698,5
000955.SZ,0,16.73,-28.3991,18.9039,-53.9432,4.4102,191.2924,13.28,6.138,-0.0208,-0.0595,1.1112,0.914,-0.7988,-0.132,-1.8452,-2.1527,0.6415,-2.4603,12.729,3.971,6.3166,3.3234,-2.1121,1.4427,46.4005,1.8657,1.8625,0.4617,1.5029,0.3716,0.9278,8.5107,22.9601,52.5293,5.14,5.1804,9.5283,1.0603,1.6567,0.5194,2.6016,1.2351,67.8019,7.596,63.3453,63.8721,70.0425,62.9554,-12.8893,10.6313,75.0116,-3.4027,65.023,4.3673,-2.4159,2.7396,102.4691,5
600794.SH,0,35.68,156.0814,-69.5269,35.8543,3.4537,44.9731,8.8,20.0136,0.1485,0.2226,1.4005,0.2208,0.3386,0.0588,9.5235,11.3349,8.34,12.698,16.5051,0.2908,2.7655,1.2069,12.8595,0,23.182,1.3018,4.034,1.3354,3.5667,12.3643,0.3765,3.0318,8.6342,20.2947,13.304,63.6285,40.526,1.2805,1.6366,0.5589,1.9267,1.1081,518.75,57.2374,505.8581,326.7784,153.8578,464.801,9.3547,-40.9864,139.3703,-9.1669,425.8955,46.0163,9.1758,-5.8716,47.7362,5
002386.SZ,0,16.88,33.2933,28.8756,10.6629,1.0172,27.1536,9.99,3.6576,0.1008,0.6317,24.4845,3.0922,1.9287,-0.1908,1.5827,0.2573,1.3977,2.1102,5.4522,1.3064,1.8167,1.0246,0.26,0.6215,64.073,2.7834,0.5996,0.288,0.5275,1.0058,0,81.5926,131.8339,8.3721,32.25,19.1836,11.1063,3.8533,3.7391,1.3562,-6.6551,2.5316,-47.0032,40.6306,-46.996,-50.018,1.0811,-47.0645,0.1352,-7.1409,-110.0129,-4.8081,-61.548,41.5624,-0.0231,1.674,11.1592,5
000099.SZ,0,38.63,27.6299,24.1963,9.3344,1.4139,50.2949,13.23,-16.4556,0.2588,0.9135,1.8894,1.7049,2.237,0.2307,4.9833,13.7164,4.689,6.6443,26.4598,0.308,6.8871,5.3314,15.9119,0,42.9129,1.7517,1.621,0.3651,1.4065,4.4218,1.06,26.4354,38.6649,104.0149,2.5958,1.8581,11.88,0.5122,0.4561,0.1989,1.0991,0.4383,78.2369,15.7863,74.9437,76.1927,606.3894,67.6129,6.3408,8.3525,138.3596,6.9905,62.2261,10.7955,4.5521,3.3021,31.3996,5
002432.SZ,0,33.43,980.1075,-11.7737,52.7853,1.63,-17.7999,14.94,-29.7648,-0.1839,-0.1765,1.1838,3.0003,-0.6678,-0.3032,-5.231,-17.7579,-5.3424,-6.9747,28.2059,15.9716,22.155,-0.3146,-16.1298,10.1252,19.7408,1.246,5.4376,2.145,3.9509,0,0.2889,-5.8948,9.5055,174.1685,1.5502,4.9269,4.4918,0.5848,2.553,0.2742,0.7942,0.7593,-30.5181,25.5364,-26.0868,-23.7976,37.9047,-24.2473,5.0757,-18.6291,64.9364,-3.7441,-16.6549,20.999,-2.6975,-4.1221,-1.1673,5
600195.SH,0,49.91,18.1743,230.9154,9.3084,1.7244,19.492,11.91,-6.0132,0.3227,-0.3569,3.5076,0.7468,2.8101,-0.5435,6.6839,10.2275,5.5223,8.9119,27.9997,10.2083,7.4086,0.2237,11.3066,3.1536,20.2137,1.2533,2.1575,0.3419,1.431,52.9321,0.0447,-4.0782,1.1667,100.4878,2.6869,4.779,8.2317,0.9627,2.1239,0.4664,2.1747,1.259,-19.5863,-7.4656,-23.3137,-22.8481,-74.8174,-23.9116,5.6879,-50.9163,-117.915,-14.4162,-19.778,-5.4698,-26.0104,-14.8236,54.3815,5
002601.SZ,0,20.5,13.6213,-122.33,9.7419,2.5337,12.6321,10.37,6.552,1.04,0.4888,4.0933,4.6529,0.6407,0.0251,15.8698,25.2062,10.8896,21.1597,43.3458,3.9275,3.9543,1.843,37.2987,4.3491,45.1697,1.8238,1.0433,0.3518,0.7832,16.398,7.5095,6.9343,15.1247,120.58,2.2392,4.1909,1.4367,1.0772,1.4232,0.3603,-32.8226,0.7016,6.1224,2.6252,2.3601,1.7487,-9.8111,7.8795,-2.8152,36.5381,107.2328,11.8248,3.8104,2.6565,9.5788,20.6421,32.1995,5
002471.SZ,0,20,46.3092,-59276.3165,15.159,2.1751,117.7283,9.16,-15.3564,-0.0221,0.255,4.311,0.001,0.4146,0.0149,-1.5113,-0.4496,1.5976,-2.0151,12.1444,3.1473,2.4204,2.7613,-0.4655,2.7884,67.69,3.095,1.1882,0.1801,0.9169,0.8052,0.4385,50.1685,73.2579,74.1804,3.6398,1.7525,2.635,0.9533,5.8747,0.7186,7.3574,4.1786,-123.3122,-0.9664,-125.8145,-116.2681,122.6253,-124.1792,-3.63,-24.3707,440.2732,-19.7202,-118.8001,0.6193,-1.8358,-13.621,-12.01,4
002350.SZ,0,27.11,30.5909,12.2346,21.4555,1.8223,111.4786,12.05,-1.1388,0.0996,0.0217,3.2109,1.6607,0.9582,-0.6226,2.7785,3.5487,2.1251,3.7047,24.6416,10.4427,5.8414,0.2808,3.8253,4.2608,45.0142,1.8187,1.4654,0.2285,1.0917,16.7322,0.0175,-11.45,7.9848,130.9204,2.0623,1.3162,1.0408,0.6563,2.7626,0.4523,1.81,2.1943,-30.3983,-7.1979,-28.1637,-11.9229,106.2295,-25.702,-0.5151,-8.575,-327.7011,-1.4317,-12.4665,-5.9765,-5.6999,-7.5136,-6.9721,5
603167.SH,0,38.74,11.9316,-102.7839,7.691,1.4822,6.9943,11.14,4.8468,0.72,0.9334,2.6916,2.0543,3.5752,1.1204,10.185,28.2924,9.6544,13.58,33.8182,1.6098,4.2518,2.0368,37.9276,0,32.8468,1.4891,1.6226,0.8169,1.5248,18.8896,1.2646,7.543,21.6527,22.706,11.8911,37.0821,13.862,0.8663,0.4174,0.2509,1.8026,0.4477,7.4627,-0.1452,5.5563,6.4606,4.4242,8.4436,-1.8952,24.9766,1492.0294,6.713,3.903,0.9427,0.4717,3.6856,30.4475,5
000806.SZ,0,46.98,-5.2797,-23.0052,-7.6445,2.6501,-74.1935,10.51,-26.904,-0.0985,0.022,0.435,0.9937,-0.9261,-0.0138,-8.122,-24.264,-3.2001,-10.8293,33.5176,14.4759,19.2894,8.6537,-22.0719,4.3504,45.9702,1.8508,1.5855,0.0431,1.3249,-1.8768,0.0916,13.6639,15.1395,212.2687,1.272,0.8472,1.1946,0.2849,1.6238,0.197,0.7415,1.1015,6.8998,-17.3377,15.3701,13.308,106.9901,-44.9276,-35.7439,-8.063,91.6194,-26.6903,7.2562,-21.045,-8.0648,-4.3291,-41.7526,3
